系统开发工程师（Python）,2天前发布,学堂在线,20k-35k,经验3-5年 ,本科,[北京·五道口],资深,高级,“五险一金,餐补,生日会,优秀团队”,移动互联网,教育 / B轮
Python开发工程师,09:20发布,沃趣科技,11k-22k,经验3-5年 ,本科,[杭州],企业服务,“精英团队、股票期权，购房贷款、丰厚奖金”,企业服务,数据服务 / 上市公司
Python工程师,07:18发布,掌控,15k-30k,经验3-5年 ,本科,[北京·西二旗],中级,全栈,MySQL,django,“行业第一,技术导向,海量用户,超强团队”,移动互联网,电子商务 / A轮
Python工程师,2天前发布,摩尔妈妈,15k-30k,经验1-3年 ,本科,[北京·朝阳区],教育,资深,高级,中级,php,“氛围轻松,成长空间大,有成就感”,移动互联网 / A轮
Python工程师,2天前发布,老虎证券,20k-30k,经验1-3年 ,本科,[北京·燕莎],php,Java,“发展快,团队好,空间大,大牛多”,移动互联网,金融 / B轮
Python开发工程师,3天前发布,有鱼智能科技,10k-20k,经验1-3年 ,本科,[深圳·香蜜湖],金融,医疗健康,文化娱乐,linux,Java,“上市公司,弹性工作制,大牛多,发展空间大”,移动互联网,金融 / 上市公司
Python开发工程师,2018-06-07,SpeedyCloud,10k-20k,经验3-5年 ,本科,[北京·酒仙桥],django,“期权,弹性时间,大牛多”,数据服务 / B轮
Python 工程师,2018-06-07,况客科技,15k-30k,经验1-3年 ,本科,[北京·朝阳门],后端开发,Node.js,“技术培养,能力提升,培养计划,福利好”,金融 / A轮
Python开发工程师,2天前发布,天锋网络,15k-20k,经验3-5年 ,本科,[北京·朝阳区],php,Java,MySQL,“带薪假期,交通便利,项目奖金,扁平管理”,游戏 / C轮
python 开发工程师,2天前发布,坤亿科技,7k-10k,经验1-3年 ,本科,[上海·塘桥],软件开发,C++,Ruby,“弹性工作,办公环境好,福利好,500强”,电子商务,企业服务 / 不需要融资
Python开发工程师,3天前发布,武汉佰钧成技术有限公司,10k-15k,经验3-5年 ,大专,[杭州·西湖区],linux,Java,SQL,“JAVA,Linux,Shell”,移动互联网 / 不需要融资
python工程师,2天前发布,萨摩耶金服,20k-40k,经验5-10年 ,本科,[深圳·南山区],数据挖掘,建模,算法,“五险一金,待遇丰厚”,金融 / B轮
python工程师,2018-06-20,肥皂台,15k-25k,经验1-3年 ,本科,[北京·朝阳区],视频,高级,中级,后端开发,C++,“五险一金,弹性工作制,绩效奖金,零食福利多”,移动互联网,文化娱乐 / 天使轮
python研发工程师,2天前发布,数美,15k-30k,经验1年以下 ,硕士,[北京·望京],大数据,数据挖掘,“飞速发展,技术氛围浓,大牛担任导”,企业服务,数据服务 / B轮
Python高级研发工程师,2天前发布,乐飞天下,15k-30k,经验5-10年 ,大专,[北京·朝阳区],后端开发,爬虫,数据分析,服务器端,“五险一金,员工旅游,带薪假期,年底奖金”,移动互联网,旅游 / 未融资
Python 高级开发工程师,2天前发布,Face++,20k-40k,经验3-5年 ,本科,[北京·海淀区],Java,php,MySQL,“人工智能,黑科技,大牛多”,移动互联网,硬件 / C轮
Python开发工程师601156,2018-06-12,思源科技,20k-30k,经验3-5年 ,本科,[北京·望京],Java,架构,“氛围好,技术大牛”,移动互联网,社交网络 / 不需要融资
Python高级开发工程师,2天前发布,擎天柱,12k-20k,经验3-5年 ,本科,[广州·天园],后端开发,web,“晋升机会,全栈发展,工作餐,周末双休”,游戏 / 不需要融资
资深 Python 研发工程师,2天前发布,店达信息,20k-30k,经验3-5年 ,本科,[上海·浦东新…],云计算,“牛人多,发展空间大,氛围轻松”,电子商务,O2O / B轮
Python开发工程师,2018-06-20,妙计旅行,8k-16k,经验1-3年 ,本科,[天津·滨海新…],大数据,Java,算法,“三餐全包,发展空间”,旅游 / B轮
python工程,09:24发布,燃网络,4k-6k,经验不限 ,大专,[合肥·包河区],数据分析,Java,“五险一金,双休,绩效奖金多,员工旅游”,移动互联网,游戏 / 未融资
python开发,2天前发布,金证股份,10k-20k,经验3-5年 ,大专,[北京·亮马桥],移动互联网,Java,架构,“上市公司,福利多多,项目大,五险一金”,金融 / 上市公司
103-中级Python开发工程师,2天前发布,华云数据,15k-25k,经验3-5年 ,本科,[上海·杨浦区],云计算,高级,linux,“各项补贴 带薪年病假 弹性上下班”,移动互联网,数据服务 / D轮及以上
Python研发工程师,3天前发布,宜信,15k-25k,经验3-5年 ,本科,[北京·华贸],金融,高级,Shell,机器学习,“互联网金融,年终奖金,弹性办公,补充医疗·”,金融 / 上市公司
Python开发工程师,2018-06-13,烽泰科技,18K-30K,18K-30K
经验3-5年 ,本科,[北京·西北旺],云计算,高级,linux,“技术主导,弹性工作,团队融洽”,企业服务 / 不需要融资
Python开发（上海）,09:53发布,百得思维,8k-14k,经验1-3年 ,本科,[上海·唐镇],云计算,Ruby,数据分析,量化,“周末双休,五险一金,优秀团队,平台发展”,其他 / 未融资
Python 开发工程师,2天前发布,微基因 WeGene,15k-30k,经验1-3年 ,本科,[深圳·车公庙],云计算,专家,资深,后端开发,架构师,“弹性工作,工作氛围好,领导好,福利佳”,移动互联网,医疗健康 / B轮
python工程师,2天前发布,网信集团,10k-20k,经验3-5年 ,本科,[成都·高新区],金融,Java,量化,“六险一金,年终奖,项目奖金,下午茶”,移动互联网,金融 / 不需要融资
Python 开发工程师,2天前发布,金证股份,15k-17k,经验3-5年 ,本科,[北京·西城区],云计算,软件开发,大数据,Java,“金融央企,五险一金”,金融 / 上市公司
Python开发工程师,2天前发布,锚链科技,15k-20k,经验5-10年 ,本科,[深圳·南山区],php,Java,系统架构,“福利待遇好,项目好,大牛带队,周末双休”,移动互联网,数据服务 / 不需要融资
Python,2天前发布,武汉佰钧成技术有限公司,10K-20K,10K-20K
经验3-5年 ,大专,[北京·朝阳区],高级,软件开发,“项目大 稳定 技术新 提升快”,移动互联网 / 不需要融资
python研发工程师,2天前发布,好巧,6k-10k,经验1-3年 ,本科,[武汉·东湖新…],linux,Java,MySQL,“六险一金,弹性不打卡,高成长团队”,数据服务 / B轮
python 工程师,3天前发布,Jcubing,5k-10k,经验应届毕业生 ,本科,[厦门·集美区],数据分析,机器学习,深度学习,NLP,人工智能,算法,“新科技,成长型,五险一金,节假日福利”,移动互联网,企业服务 / 不需要融资
Python开发工程师,2018-06-19,上海中软华腾软件系统有限公司,10K-20K,10K-20K
经验3-5年 ,本科,[广州·天河城],高级,中级,软件开发,“外企环境,周末双休法,氛围nice”,企业服务,金融 / 上市公司
Python开发工程师,2018-06-12,妙计旅行,5k-10k,经验1-3年 ,本科,[天津·滨海新…],大数据,数据挖掘,爬虫,“互联网,大触,人工智能,扁平化”,旅游 / B轮
Python开发工程师,2018-06-14,Face++,15k-30k,经验3-5年 ,本科,[北京·北京大…],中级,后端,“弹性工作,成长快,每日水果”,移动互联网,硬件 / C轮
Python工程师,2018-06-13,江泰电商,12k-16k,经验3-5年 ,本科,[北京·永定],中级,爬虫,数据分析,大数据,hadoop,“发展空间大,三餐免费,电话交通补,六险一金”,金融 / 不需要融资
Python开发工程师,15:09发布,iHandy,15k-30k,经验1-3年 ,本科,[北京·海淀区],移动互联网,服务器端,php,django,“硅谷氛围,高手如云,零食水果”,移动互联网 / 不需要融资
高级Java/Python开发工程师,1天前发布,松果电单车,30k-40k,经验5-10年 ,本科,[北京·朝阳区],资深,后端开发,数据分析,“千万级用户,牛人团队”,O2O,生活服务 / C轮
Linux C++/Python开发工程师,2天前发布,好巧,15k-25k,经验3-5年 ,大专,[北京·朝阳区],后端开发,“六险一金,B+轮融资,扁平管理”,数据服务 / B轮
python开发工程师,2018-06-11,武汉佰钧成技术有限公司,6k-12k,经验1-3年 ,本科,[郑州·高新区],云计算,高级,中级,linux,MySQL,“六险一金”,移动互联网 / 不需要融资
Python开发工程师（中高级）,2天前发布,路行通,12k-20k,经验3-5年 ,本科,[成都·高新区],后端开发,php,Java,MySQL,后端,“高绩效奖励,多维度发展,完善福利,人性化管理”,移动互联网,生活服务 / 不需要融资
Python研发工程师,2天前发布,京东金融,25k-50k,经验5-10年 ,本科,[北京·亦庄],大数据,数据挖掘,算法,机器学习,“餐补+年终奖+良好的晋升空间”,金融 / 上市公司
Python开发工程师,2天前发布,齐家网,15k-30k,经验1-3年 ,不限,[上海·丰庄],大数据,“互联网公司 O2O行业 多轮风投”,O2O ,生活服务 / D轮及以上
Python开发工程师,2天前发布,VMAXX,5k-10k,经验3-5年 ,本科,[西安·曲江新…],php,Java,MySQL,“硅谷资源,精英团队,深度学习,人工智能”,移动互联网 / A轮
python工程师,2天前发布,梦嘉信息,10k-18k,经验3-5年 ,本科,[苏州·工业园…],数据挖掘,大数据,hadoop,flask,django,“项目奖金,年终奖金,团建福利,生日惊喜”,移动互联网,电子商务 / 不需要融资
Python开发工程师-base北京,3天前发布,游族网络,12k-18k,经验3-5年 ,不限,[北京·东城区],五险一金,岗位晋升,弹性工作,扁平管理,“福利好、待遇好、上市公司”,移动互联网,游戏 / 上市公司
Python开发,2018-06-15,坤亿科技,12k-22k,经验3-5年 ,本科,[上海·浦东新…],C/C++,服务器端,GO,django,“五险一金,年终奖金,团队合作,弹性工作”,电子商务,企业服务 / 不需要融资
Python工程师,2018-06-15,浙报集团,8k-16k,经验1-3年 ,本科,[杭州·天水],Ruby,“最美食堂,国企福利”,移动互联网,文化娱乐 / 不需要融资
